t, ur1, ur2, ur3
11.420072, -25.782696, 10.743447, 8.805076
11.440072, -29.371086, 15.846375, 8.803589
11.460073, -23.753864, 21.461376, 4.211802
11.480073, -22.727343, 30.142330, -1.389550
11.500073, -21.697392, 34.733562, -5.440101
11.520074, -22.718021, 22.449787, 3.287769
11.540074, -17.604851, 27.046391, -4.864998
11.560075, -17.091911, 27.578060, -8.933125
11.580075, -15.567053, 27.076462, -10.963111
11.600076, -13.021009, 34.737114, -11.471612
11.620076, -8.422077, 26.047859, -12.484596
11.640077, -8.414798, 33.208374, -14.511065
11.660077, -8.410004, 39.354530, -17.559549
11.680078, -8.899896, 39.370045, -17.529766
11.700078, -8.871999, 28.141977, -16.476801
11.720078, -11.399611, 38.380497, -19.012968
11.740079, -10.356377, 42.991837, -15.430792
11.760079, -10.325129, 39.935249, -17.970577
11.780080, -12.331545, 41.999229, -17.433624
11.800080, -12.301650, 42.538181, -14.859839
11.820081, -16.863075, 40.531033, -11.768100
11.840081, -15.801821, 41.596481, -12.253564
11.860082, -16.787596, 41.119961, -14.279765
11.880082, -18.808495, 37.046017, -12.227087
11.900083, -19.311113, 37.559200, -10.700675
11.920083, -21.352995, 34.496395, -8.667360
11.940084, -21.350420, 30.416773, -8.675594
11.960084, -23.901146, 29.920567, -4.602872
11.980084, -23.391758, 23.801153, -9.731811
12.000085, -21.862650, 29.430510, -5.160553
12.020085, -23.918547, 19.211565, -2.120702
12.040086, -27.501675, 18.707125, -1.116417
